LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,heure,date
163,28,30,27,31,32,38,31,32,41,32,34,32,32,46,32,34,28,34,30,31,37,32,29,34,30,3,2011-11-12
166.9,28,30,25,32,32,37,31,32,31,31,30,30,31,42,31,34,27,35,30,31,33,32,29,35,31,4,2011-11-12
175.4,27,32,25,34,32,35,30,32,28,32,32,32,31,38,32,33,28,35,30,30,34,32,32,33,30,5,2011-11-12
183.7,27,32,24,31,32,39,30,32,27,32,31,30,31,46,30,33,27,35,30,30,36,32,28,32,32,6,2011-11-12
186.7,29,37,28,35,36,44,36,36,31,38,34,32,34,52,34,39,30,44,34,35,41,37,39,35,37,7,2011-11-12
176.7,37,45,35,41,46,50,49,46,38,47,40,37,40,55,43,52,39,55,45,48,47,45,46,43,45,8,2011-11-12
160.7,47,50,42,46,54,54,56,54,50,53,47,45,47,56,49,58,48,57,52,56,53,50,52,50,52,9,2011-11-12
146.2,57,54,47,52,59,56,59,59,52,58,53,50,53,57,55,60,55,59,55,60,58,54,57,56,56,10,2011-11-12
133,60,55,56,58,61,60,63,61,54,62,57,57,58,58,61,62,59,59,61,61,62,57,61,60,59,11,2011-11-12
122.7,63,59,59,61,63,61,64,63,57,64,60,59,61,59,62,62,63,60,61,63,63,61,63,64,62,12,2011-11-12
115.2,65,63,63,64,63,62,64,63,57,65,62,61,62,59,63,63,64,60,63,62,64,61,65,65,64,13,2011-11-12
109.7,66,63,62,64,64,62,63,64,57,64,62,61,63,59,65,63,63,60,61,61,65,61,65,65,64,14,2011-11-12
108.7,65,59,60,63,63,61,61,63,55,64,61,63,62,56,63,61,63,59,61,59,63,61,64,64,62,15,2011-11-12
113.7,62,55,56,60,59,57,56,59,52,60,58,61,59,56,59,57,61,56,59,55,59,55,61,60,57,16,2011-11-12
134.6,58,46,52,54,54,54,51,54,50,56,55,52,54,57,52,51,55,54,55,52,56,52,56,56,50,17,2011-11-12
144.3,55,48,48,51,50,52,48,50,48,53,53,54,51,57,50,46,52,56,54,50,53,46,52,54,46,18,2011-11-12
146.3,53,45,48,50,45,53,50,45,46,51,51,52,49,57,51,45,50,56,54,49,52,46,56,53,45,19,2011-11-12
148,53,45,47,47,43,51,49,43,45,50,51,52,51,58,51,44,50,54,50,48,51,45,52,51,47,20,2011-11-12
145.3,52,45,48,46,45,51,49,45,43,48,49,50,48,58,50,42,48,55,50,49,51,45,51,50,48,21,2011-11-12
140.3,51,41,47,45,45,50,48,44,41,46,46,50,49,58,49,43,41,53,45,43,50,45,49,47,46,22,2011-11-12
132.7,45,37,48,45,43,47,48,43,41,45,45,50,47,58,46,42,41,54,46,39,48,43,39,47,44,23,2011-11-12
127.9,39,39,48,45,43,47,43,43,41,44,46,50,45,58,46,42,41,53,45,39,46,41,38,43,44,0,2011-11-13
126.1,39,39,48,45,43,46,39,43,43,41,48,50,45,58,45,42,41,54,45,39,46,43,42,41,41,1,2011-11-13
126.1,42,39,48,44,43,45,41,43,43,42,47,48,44,57,45,41,41,49,45,39,46,43,44,45,42,2,2011-11-13
127.8,41,37,47,43,41,43,40,41,41,43,48,46,44,57,47,41,36,46,41,38,45,45,48,44,44,3,2011-11-13
129.9,41,39,45,42,43,43,41,43,43,44,44,46,42,56,47,43,43,45,41,40,44,45,46,47,43,4,2011-11-13
133.8,38,37,47,38,43,49,43,43,41,44,44,43,42,55,43,45,43,48,41,42,45,43,43,46,42,5,2011-11-13
142.3,34,36,46,39,41,49,42,41,41,43,43,45,41,54,37,43,41,49,41,42,42,41,41,44,40,6,2011-11-13
151.4,35,45,47,42,48,52,48,48,41,47,47,46,44,57,43,49,43,53,41,48,49,45,47,47,45,7,2011-11-13
146.4,48,52,49,47,57,58,61,57,43,53,50,50,49,61,52,62,46,63,45,59,56,52,51,52,52,8,2011-11-13
143,57,55,50,51,63,62,66,63,50,62,57,54,56,64,59,66,50,66,50,65,60,59,59,57,58,9,2011-11-13
125.8,58,63,57,56,68,65,69,68,52,66,61,59,61,65,62,69,57,68,55,68,66,63,65,62,63,10,2011-11-13
114.7,63,64,57,57,70,67,71,70,54,69,60,59,63,66,63,72,59,68,59,70,69,66,68,66,67,11,2011-11-13
110.5,63,70,57,59,68,70,72,68,50,69,59,59,63,67,64,72,59,69,59,72,70,68,66,65,68,12,2011-11-13
108.4,62,70,57,59,70,68,71,70,50,71,59,61,62,66,63,71,59,67,59,72,69,68,66,63,68,13,2011-11-13
107.2,62,64,57,59,68,69,70,68,52,68,60,61,62,66,62,71,59,66,59,70,68,64,65,63,65,14,2011-11-13
107.3,62,64,58,58,68,66,68,68,50,68,59,59,61,65,62,69,57,65,61,67,67,64,64,62,64,15,2011-11-13
111.7,61,59,56,59,64,64,65,64,48,65,57,59,60,65,61,66,55,62,55,64,66,63,63,62,63,16,2011-11-13
126.7,60,55,55,57,63,64,64,63,46,62,57,55,57,64,60,62,54,62,55,62,65,59,62,61,62,17,2011-11-13
129.9,56,54,54,56,63,62,63,63,45,62,52,54,55,64,56,61,50,62,54,62,62,61,57,59,59,18,2011-11-13
129.1,53,50,54,55,61,59,62,61,45,61,50,54,53,64,54,60,50,63,52,61,60,59,56,58,55,19,2011-11-13
126.2,56,52,55,56,57,61,61,57,46,56,52,52,49,64,53,58,46,63,52,60,61,54,61,57,55,20,2011-11-13
118.5,60,46,55,52,59,61,61,59,46,60,52,55,50,64,52,59,46,62,48,59,61,55,60,57,51,21,2011-11-13
109.4,60,50,55,52,55,60,60,57,48,59,53,59,52,64,53,59,45,61,48,60,60,55,60,58,54,22,2011-11-13
99.4,59,52,55,50,55,61,60,55,50,60,54,59,53,64,56,57,45,62,45,57,59,55,60,59,54,23,2011-11-13
92.5,57,55,55,47,55,61,60,55,46,60,57,57,53,64,57,56,41,61,45,56,60,57,60,59,59,0,2011-11-14
88.9,55,55,55,49,59,61,61,59,48,61,57,57,54,64,56,55,46,62,46,60,60,59,59,59,59,1,2011-11-14
87.3,55,55,54,50,57,61,60,57,46,60,55,55,54,65,55,58,43,63,46,60,60,57,58,59,58,2,2011-11-14
88.4,56,54,54,51,55,60,60,55,46,60,54,54,56,65,52,57,41,61,46,60,59,54,55,57,57,3,2011-11-14
92.3,55,55,54,51,54,59,60,54,45,58,54,54,56,64,54,52,41,62,48,53,59,54,54,57,56,4,2011-11-14
103.7,56,54,54,49,52,59,58,52,46,57,54,54,56,63,54,52,43,61,46,51,59,52,55,57,56,5,2011-11-14
123.4,57,54,54,51,50,59,58,50,46,55,53,54,55,62,53,52,43,57,46,50,59,52,56,56,55,6,2011-11-14
123.7,57,55,58,53,55,62,62,55,48,58,54,54,56,63,55,59,45,64,46,61,61,55,57,58,57,7,2011-11-14
116.2,60,61,61,58,63,64,67,63,54,64,61,57,60,65,60,67,55,68,52,66,63,61,62,61,60,8,2011-11-14
111.2,65,64,65,65,70,65,71,70,63,69,63,63,64,66,65,71,64,69,57,70,67,64,66,66,67,9,2011-11-14
107.6,70,70,66,68,72,69,73,72,64,72,68,66,67,67,70,75,68,70,61,73,73,70,71,69,71,10,2011-11-14
107.7,73,72,66,71,75,73,75,75,66,75,70,68,70,67,72,76,68,70,64,75,75,72,74,72,73,11,2011-11-14
106.3,75,72,65,71,77,74,77,77,66,76,72,70,72,68,73,76,72,70,68,76,77,73,75,74,75,12,2011-11-14
105.3,76,73,65,73,77,74,77,77,66,76,73,72,73,68,73,76,70,70,72,76,77,73,76,76,75,13,2011-11-14
104,76,73,64,73,77,74,76,77,64,77,70,72,74,67,74,76,70,70,72,76,77,73,76,76,75,14,2011-11-14
104.8,76,72,64,72,77,72,75,77,63,76,70,70,72,67,73,74,70,68,70,74,75,73,75,74,74,15,2011-11-14
109.1,73,70,62,69,72,70,71,72,59,73,68,70,71,66,71,71,68,65,68,69,72,70,73,72,70,16,2011-11-14
125.7,70,70,60,64,68,67,68,68,55,70,66,66,68,66,68,68,61,65,64,66,71,66,66,69,66,17,2011-11-14
131.5,67,64,58,64,64,66,66,64,54,68,64,66,65,65,66,66,55,64,64,65,68,64,68,68,64,18,2011-11-14
128.5,66,64,60,62,64,66,65,64,54,67,63,64,63,65,66,65,54,64,63,64,68,64,68,67,63,19,2011-11-14
124.2,66,64,62,61,63,66,64,63,55,66,62,64,63,65,66,64,52,64,63,64,67,63,67,67,65,20,2011-11-14
113.9,67,64,61,59,63,65,64,63,54,65,63,63,63,65,65,64,52,64,61,64,67,61,66,66,65,21,2011-11-14
103.7,65,64,62,60,61,65,63,62,54,64,64,64,64,65,65,65,50,64,55,64,66,61,65,65,64,22,2011-11-14
92.9,64,64,62,63,61,64,64,61,55,65,64,63,64,65,65,64,55,63,55,63,65,63,64,64,63,23,2011-11-14
84.6,64,64,62,65,59,64,63,59,55,65,64,64,64,65,63,64,59,63,57,60,66,63,64,63,63,0,2011-11-15
80.7,64,64,63,65,59,63,62,59,55,64,64,63,63,65,63,63,63,62,59,61,65,63,63,64,61,1,2011-11-15
79.7,65,63,64,65,59,63,62,59,55,63,63,63,64,65,63,62,61,64,57,62,66,61,62,64,62,2,2011-11-15
79.8,65,64,62,62,55,63,62,55,55,62,62,61,63,65,63,64,63,63,57,64,66,61,63,63,62,3,2011-11-15
82.8,65,63,61,62,55,63,63,55,55,63,63,61,63,65,63,61,61,62,61,63,66,61,63,63,62,4,2011-11-15
92.2,65,63,60,61,55,63,62,55,54,63,62,61,62,64,62,61,59,61,57,62,65,61,63,63,63,5,2011-11-15
110.5,65,64,60,62,59,62,63,59,54,63,62,61,63,64,62,61,59,61,55,63,65,61,63,63,62,6,2011-11-15
111.9,65,64,60,62,61,65,66,61,54,65,63,61,63,65,63,65,57,65,57,65,66,61,64,63,63,7,2011-11-15
107.4,67,64,62,64,68,67,71,68,55,68,65,63,64,67,66,70,61,68,61,70,69,64,67,66,66,8,2011-11-15
106,69,70,63,67,70,70,73,70,57,72,66,66,67,68,68,74,64,69,63,72,72,70,71,69,70,9,2011-11-15
104.3,72,72,66,69,72,72,76,72,59,76,69,70,70,68,71,77,68,71,66,75,76,73,74,73,73,10,2011-11-15
106.4,75,73,67,71,73,73,77,73,61,78,70,72,72,68,73,78,70,72,70,78,78,75,76,74,75,11,2011-11-15
106.4,76,75,65,74,75,76,79,75,63,77,73,72,73,68,76,79,73,72,72,79,80,77,77,78,77,12,2011-11-15
108.2,78,77,65,74,75,77,79,75,63,78,74,73,74,68,77,80,72,71,72,78,80,75,78,77,79,13,2011-11-15
108.5,79,77,65,74,75,77,78,75,64,79,74,73,75,67,76,78,72,70,72,77,78,77,78,78,77,14,2011-11-15
107.4,78,73,63,73,75,75,76,75,61,77,73,73,74,67,75,77,72,69,72,74,77,73,77,76,75,15,2011-11-15
110.1,75,72,64,71,73,71,72,73,61,74,71,72,72,66,72,74,70,68,70,70,75,72,74,71,73,16,2011-11-15
127.1,72,70,65,69,72,69,70,72,59,71,70,68,67,66,66,72,68,68,70,69,71,68,72,71,69,17,2011-11-15
132.1,72,64,64,67,70,69,69,70,59,71,70,66,65,66,64,71,64,68,68,68,69,68,71,70,69,18,2011-11-15
128.6,71,64,63,68,70,69,69,70,59,71,69,64,66,66,66,71,66,68,68,69,68,68,71,69,68,19,2011-11-15
123.3,71,64,63,68,70,68,69,70,59,70,68,68,64,66,69,70,68,66,68,69,65,68,69,69,66,20,2011-11-15
114.4,70,64,63,68,70,66,69,70,59,67,67,68,64,66,68,70,68,67,66,69,66,66,69,69,65,21,2011-11-15
103.5,69,59,61,67,68,66,70,68,57,67,67,68,64,66,68,70,64,67,66,69,65,64,67,68,66,22,2011-11-15
91.9,69,57,61,66,66,65,69,66,59,66,67,68,64,64,67,69,66,68,66,69,63,64,66,68,64,23,2011-11-15
83.8,68,64,61,64,68,63,69,68,55,68,67,68,64,64,66,68,64,68,64,68,64,64,66,67,63,0,2011-11-16
80.2,67,61,62,65,68,66,68,68,55,68,66,64,64,64,66,69,64,67,63,64,64,64,67,66,66,1,2011-11-16
78.3,67,64,63,64,68,67,67,68,55,68,64,64,62,64,66,68,63,66,63,64,62,64,66,67,66,2,2011-11-16
78.4,68,64,62,64,68,66,67,68,55,68,64,64,64,64,65,69,63,66,63,66,64,66,67,65,67,3,2011-11-16
81.4,68,64,63,64,68,66,67,68,55,68,63,66,64,64,66,69,63,66,61,67,67,64,67,67,67,4,2011-11-16
90,69,64,63,66,68,66,67,68,55,68,63,66,65,64,66,69,63,66,61,66,66,66,67,67,67,5,2011-11-16
107.1,69,64,62,67,70,66,67,70,55,67,65,66,64,64,67,69,64,66,61,66,67,64,68,68,67,6,2011-11-16
110.4,70,70,62,67,70,66,68,70,57,68,66,66,66,64,67,70,64,66,61,66,68,66,69,68,68,7,2011-11-16
107.9,71,70,62,67,72,68,69,72,59,69,66,68,67,64,68,71,64,67,61,69,70,68,70,69,69,8,2011-11-16
107.9,73,70,63,67,75,68,72,75,59,72,66,68,68,65,70,73,64,68,63,73,72,68,73,71,69,9,2011-11-16
109.2,74,70,64,68,79,69,75,79,61,76,67,68,69,66,71,77,66,68,64,77,77,70,75,72,74,10,2011-11-16
110.7,76,72,66,67,81,71,79,81,63,79,66,68,69,67,72,77,66,69,66,77,77,75,79,73,78,11,2011-11-16
109.4,76,73,66,68,81,75,78,81,61,81,67,70,69,68,73,79,66,68,68,77,77,77,81,76,77,12,2011-11-16
111.3,78,73,66,68,81,77,80,81,61,80,67,68,70,69,75,76,64,72,68,77,77,79,80,76,79,13,2011-11-16
114.5,78,77,68,70,81,76,78,81,61,83,67,68,72,67,75,76,66,70,68,75,78,79,80,78,80,14,2011-11-16
114.7,77,77,65,71,77,77,76,77,59,81,66,70,72,66,75,72,68,71,68,73,77,79,80,77,78,15,2011-11-16
119.8,76,73,65,71,73,74,73,73,54,79,67,72,69,67,74,71,68,70,66,71,77,77,77,76,77,16,2011-11-16
133.9,75,72,61,71,72,72,71,72,52,77,67,72,68,68,73,72,68,69,61,70,76,73,76,75,74,17,2011-11-16
138.6,74,72,56,70,70,71,71,70,52,75,67,70,69,67,73,71,68,69,55,69,74,72,76,75,73,18,2011-11-16
132.6,72,72,55,69,70,71,71,70,48,73,67,70,70,67,73,72,66,68,55,70,74,70,75,73,74,19,2011-11-16
128.9,71,72,53,69,70,71,72,70,46,72,61,70,68,67,72,73,66,68,55,70,74,70,71,73,73,20,2011-11-16
120.7,70,72,53,68,64,70,72,64,46,72,55,70,67,67,72,72,64,68,55,70,74,70,68,74,73,21,2011-11-16
109.7,68,72,52,67,66,70,69,66,45,70,55,59,61,67,62,72,61,69,54,68,62,68,68,73,72,22,2011-11-16
97.3,69,70,52,62,68,70,67,68,45,67,55,55,55,68,61,68,59,69,54,70,59,66,67,63,71,23,2011-11-16
87.7,68,60,51,57,68,70,69,68,45,67,55,55,54,67,58,69,55,67,54,70,59,64,67,60,70,0,2011-11-17
82.5,62,55,51,57,68,69,70,68,45,69,55,55,52,67,54,70,54,67,54,68,58,64,67,56,59,1,2011-11-17
79.2,59,55,50,55,68,60,69,68,43,68,54,54,52,64,52,72,52,66,52,68,57,66,64,54,55,2,2011-11-17
78.4,58,54,50,54,68,57,69,68,43,68,52,54,51,65,52,71,52,68,50,66,57,56,61,53,55,3,2011-11-17
80.9,57,52,49,53,68,57,68,68,41,62,52,52,50,64,52,71,52,68,50,68,56,54,58,53,54,4,2011-11-17
90.5,57,52,48,53,66,57,68,66,41,56,51,52,50,66,51,71,50,68,50,68,55,54,56,52,54,5,2011-11-17
108.7,56,52,47,51,68,55,68,68,41,55,50,50,50,66,50,70,50,67,48,68,55,52,55,51,53,6,2011-11-17
116.1,55,50,45,50,68,55,61,68,37,55,49,50,50,65,50,70,50,66,46,68,54,52,54,51,51,7,2011-11-17
114.7,53,50,43,51,70,54,59,70,36,55,48,50,49,59,50,70,50,67,45,62,53,52,54,50,51,8,2011-11-17
116.6,53,50,43,51,72,54,59,72,36,54,47,50,45,58,50,75,50,66,45,61,52,52,52,49,50,9,2011-11-17
120.3,55,45,43,54,61,54,59,61,36,52,45,50,42,59,48,75,46,61,46,60,50,50,52,48,45,10,2011-11-17
124.3,54,43,44,49,59,52,57,59,36,48,44,45,43,59,47,61,50,62,46,57,47,43,54,46,45,11,2011-11-17
128,51,43,43,51,59,46,52,59,34,47,45,45,44,58,46,60,54,59,50,54,46,45,52,47,45,12,2011-11-17
131.8,51,43,43,56,55,47,48,55,32,47,48,45,46,52,47,59,55,52,48,52,44,43,48,48,46,13,2011-11-17
136.8,52,43,42,57,54,45,49,54,32,48,51,46,47,49,47,53,52,49,46,49,45,43,48,47,46,14,2011-11-17
139.2,54,43,40,52,50,45,48,50,32,49,49,48,47,48,49,52,50,48,43,48,45,45,49,48,47,15,2011-11-17
149,53,43,39,49,50,44,47,50,32,49,45,46,46,47,47,50,45,47,43,48,45,43,48,48,45,16,2011-11-17
170.9,50,37,37,45,48,41,46,48,32,48,41,43,44,46,44,49,43,46,41,47,45,41,45,47,45,17,2011-11-17
180,47,37,37,43,46,39,44,46,32,47,39,41,42,45,42,47,41,45,37,46,46,41,45,44,43,18,2011-11-17
181.4,44,39,36,42,45,39,44,45,32,46,38,37,40,45,39,46,37,44,37,45,46,39,44,43,44,19,2011-11-17
181.4,42,39,36,39,45,38,42,45,32,45,35,37,39,45,39,46,34,42,37,43,46,41,42,41,42,20,2011-11-17
175.7,40,37,35,38,45,39,43,45,30,44,35,34,38,45,35,46,32,42,37,44,45,41,41,40,41,21,2011-11-17
165.1,34,36,34,37,43,39,43,43,30,42,35,32,33,45,32,43,30,44,37,41,44,37,39,36,38,22,2011-11-17
156.4,32,34,33,30,41,39,42,41,30,40,31,30,32,44,30,41,28,43,37,41,44,37,34,34,37,23,2011-11-17
151.2,30,32,33,30,37,38,40,37,28,38,31,30,32,45,28,40,28,42,36,38,43,36,32,32,35,0,2011-11-18
152.4,30,30,32,28,36,35,39,36,28,37,30,28,31,44,28,39,28,41,34,38,43,34,32,30,31,1,2011-11-18
156.1,28,30,30,28,34,33,37,34,28,36,28,28,30,44,29,38,28,39,34,37,42,30,31,29,29,2,2011-11-18
161.6,28,30,28,28,34,32,36,34,28,36,30,28,30,44,30,36,27,38,32,35,41,32,30,30,29,3,2011-11-18
171.2,27,30,27,26,32,31,36,32,27,35,30,28,31,44,32,35,27,39,30,34,41,32,30,29,31,4,2011-11-18
186.9,25,32,29,31,32,31,35,32,27,36,30,27,32,43,32,35,27,38,30,35,41,32,29,27,32,5,2011-11-18
211.1,26,30,26,30,34,33,35,34,27,35,30,27,32,43,31,32,27,38,28,33,41,30,28,28,32,6,2011-11-18
206.7,26,32,28,33,37,38,39,37,28,38,33,28,33,45,34,37,28,42,32,37,42,32,31,32,35,7,2011-11-18
183.9,33,37,33,39,43,41,42,43,30,41,38,32,36,46,40,44,36,46,37,42,43,36,40,37,40,8,2011-11-18
167.2,40,39,36,44,45,44,45,45,32,44,40,37,40,48,43,47,43,48,39,45,45,41,44,42,44,9,2011-11-18
154.3,46,43,39,46,46,46,46,46,34,47,44,41,42,49,45,49,45,50,41,48,46,43,46,45,46,10,2011-11-18
142.9,49,45,44,48,48,48,48,48,37,49,44,43,44,50,47,50,46,50,43,49,46,45,48,46,48,11,2011-11-18
134.6,50,45,46,50,50,48,50,50,41,50,46,45,46,50,49,53,46,50,45,49,47,46,50,49,49,12,2011-11-18
125.4,51,45,47,50,52,50,50,52,41,50,47,46,47,50,49,53,50,50,45,51,48,46,50,49,50,13,2011-11-18
120.7,52,45,47,50,52,49,50,52,41,51,47,46,48,50,50,54,50,51,45,51,47,46,50,50,49,14,2011-11-18
122.5,52,45,47,50,52,48,49,52,39,51,47,46,48,48,49,51,50,49,45,50,47,46,51,50,49,15,2011-11-18
136.4,50,41,45,49,46,43,46,46,36,47,44,46,46,45,45,49,46,46,45,47,44,45,49,47,42,16,2011-11-18
167.4,41,34,42,45,41,42,41,41,34,41,43,39,40,45,38,43,37,43,39,46,42,36,43,42,34,17,2011-11-18
184.7,35,32,37,46,37,40,38,37,32,38,41,36,38,45,36,42,34,40,36,44,41,34,36,38,33,18,2011-11-18
191.6,33,30,36,43,36,37,35,36,32,36,39,34,35,46,34,39,32,41,32,43,40,32,32,34,31,19,2011-11-18
196.4,31,30,34,43,34,37,35,34,28,33,37,34,38,46,32,39,30,40,32,42,38,30,31,34,30,20,2011-11-18
195.9,30,30,32,37,34,34,35,34,28,32,35,34,36,46,31,38,30,43,32,39,37,30,29,35,29,21,2011-11-18
189.8,29,28,31,39,32,35,35,34,28,31,35,32,34,47,31,38,30,44,32,34,38,28,29,33,29,22,2011-11-18
183.9,28,28,30,31,34,34,37,34,28,30,32,32,34,48,30,37,28,43,32,35,37,28,28,33,28,23,2011-11-18
178.7,27,27,30,32,34,33,35,34,30,30,32,30,31,49,29,37,28,42,30,33,36,28,28,33,28,0,2011-11-19
177,26,27,30,26,36,33,37,36,32,30,32,28,32,49,29,39,27,42,30,34,35,27,28,31,28,1,2011-11-19
176.1,25,27,29,27,36,34,38,36,30,30,32,28,31,50,28,37,27,43,28,34,35,28,28,30,28,2,2011-11-19
177.8,25,27,28,29,34,34,39,34,30,31,30,28,29,51,27,37,27,43,28,35,35,28,28,29,28,3,2011-11-19
180.3,25,30,26,24,37,35,39,37,30,33,30,28,29,50,27,38,25,44,28,38,34,30,28,29,28,4,2011-11-19
184.7,25,30,31,24,37,31,40,37,28,34,28,27,29,52,27,37,27,45,28,38,35,32,28,29,30,5,2011-11-19
190.3,24,30,32,26,39,32,40,39,30,35,27,27,30,53,26,37,28,47,27,39,37,32,27,29,32,6,2011-11-19
194.8,27,30,33,34,41,38,45,41,30,40,30,27,30,57,30,43,30,50,30,43,38,36,30,32,36,7,2011-11-19
188,33,36,35,43,46,48,47,46,37,43,38,34,38,61,40,48,34,56,36,48,48,39,37,40,41,8,2011-11-19
171.9,40,45,38,44,52,54,53,52,43,48,43,37,43,64,45,54,39,62,41,53,55,45,46,47,46,9,2011-11-19
151.6,49,50,44,47,55,59,58,55,50,52,48,48,48,66,50,61,45,66,45,59,59,52,51,51,50,10,2011-11-19
135.3,53,54,47,50,61,63,62,61,52,57,51,52,51,67,53,65,50,68,48,64,61,55,56,55,56,11,2011-11-19
122.9,57,55,52,52,64,65,65,64,54,62,52,52,55,69,57,68,54,69,50,66,62,57,60,58,61,12,2011-11-19
114.6,59,57,54,54,66,64,67,66,54,65,54,54,58,68,58,68,54,69,52,68,60,61,61,61,62,13,2011-11-19
110.4,59,59,56,57,68,65,67,68,52,67,55,57,59,68,60,68,54,69,52,69,59,63,63,61,63,14,2011-11-19
109,60,57,54,58,68,64,66,68,50,66,54,57,59,66,59,67,54,67,52,66,59,63,63,60,63,15,2011-11-19
114,58,54,53,56,63,57,62,63,45,63,53,57,55,62,55,63,54,63,52,60,56,61,59,59,55,16,2011-11-19
132.7,54,50,52,54,59,54,57,59,43,57,50,52,51,61,51,58,50,59,50,57,53,57,58,57,55,17,2011-11-19
139.4,52,46,51,51,55,56,55,55,43,56,49,50,50,57,50,59,46,57,50,54,54,55,56,53,51,18,2011-11-19
139.3,51,45,52,50,57,57,53,57,43,53,46,48,49,54,48,54,48,55,50,51,56,55,51,51,47,19,2011-11-19
138,48,45,50,50,55,57,51,55,43,54,42,48,48,53,47,57,45,56,50,50,54,50,50,51,46,20,2011-11-19
135.5,48,46,48,49,54,56,50,54,45,51,45,46,48,52,48,61,45,56,50,47,54,50,49,51,46,21,2011-11-19
129.7,49,45,48,49,50,56,47,51,45,48,47,46,48,55,49,58,45,54,46,47,57,50,51,50,50,22,2011-11-19
121.5,49,45,47,45,48,54,46,48,43,52,45,45,49,54,48,52,43,55,46,49,55,48,58,50,50,23,2011-11-19
114.4,48,45,46,46,48,56,46,48,43,52,42,45,47,51,47,51,45,55,48,48,52,50,58,51,50,0,2011-11-20
110.6,46,46,48,46,46,55,48,46,45,54,44,43,46,51,46,52,46,57,46,48,54,52,54,49,52,1,2011-11-20
108.3,44,50,53,47,50,53,49,50,46,52,46,43,45,50,45,52,46,56,43,47,55,54,52,47,50,2,2011-11-20
107.6,44,48,54,49,48,53,50,48,46,53,44,45,42,50,48,53,46,57,43,50,54,54,48,47,50,3,2011-11-20
109.1,45,48,54,51,46,57,52,46,48,52,45,45,47,51,46,52,46,57,46,50,54,52,47,48,47,4,2011-11-20
112.2,44,45,49,49,50,56,53,50,46,51,45,43,45,56,45,51,46,58,46,51,51,50,50,47,48,5,2011-11-20
119.9,44,45,47,50,46,52,52,46,45,52,46,43,44,58,46,50,46,57,43,49,51,50,47,46,45,6,2011-11-20
131,47,46,48,52,50,54,56,50,45,53,47,46,47,61,48,55,46,60,45,54,54,52,51,49,49,7,2011-11-20
137.6,50,55,54,56,55,59,64,55,50,57,52,52,53,67,52,66,54,69,52,63,60,57,54,53,56,8,2011-11-20
131.9,53,64,59,61,61,66,70,61,55,60,59,59,59,69,60,72,61,71,55,70,66,63,56,60,62,9,2011-11-20
119.6,62,66,62,66,64,70,74,64,63,68,63,61,65,70,66,73,64,72,61,73,71,68,60,67,67,10,2011-11-20
111.2,69,70,65,66,70,72,76,70,64,74,67,66,68,70,69,74,66,73,64,74,74,72,69,70,72,11,2011-11-20
109.1,72,72,66,68,73,73,77,73,63,76,69,70,70,71,71,75,63,71,66,76,76,73,73,72,74,12,2011-11-20
107.8,71,73,69,67,75,73,77,75,63,77,72,70,71,71,72,77,64,71,70,75,74,73,73,73,74,13,2011-11-20
106.7,71,73,68,66,75,74,77,75,61,76,70,70,72,70,73,74,64,71,68,75,75,73,74,74,75,14,2011-11-20
106.7,71,72,65,64,73,73,75,73,59,75,68,68,70,68,72,73,66,69,68,73,74,72,73,72,73,15,2011-11-20
107.4,69,64,62,62,70,69,70,70,57,71,66,66,69,67,69,71,63,66,64,68,72,68,70,71,69,16,2011-11-20
123.4,67,63,61,61,68,66,67,68,55,68,65,64,68,66,67,67,61,64,63,65,67,64,67,67,65,17,2011-11-20
127.5,66,59,59,61,66,65,63,66,55,66,64,63,68,65,65,64,61,63,63,64,65,61,64,63,64,18,2011-11-20
125,63,57,59,61,64,64,63,64,54,61,62,63,67,65,66,65,61,62,61,63,64,61,62,66,66,19,2011-11-20
120.7,63,63,58,60,64,63,63,64,54,64,61,63,66,64,65,65,59,63,61,63,65,59,64,65,63,20,2011-11-20
112.6,62,64,58,60,63,63,63,63,52,65,62,61,65,64,63,65,59,63,59,63,65,61,64,64,63,21,2011-11-20
102.1,62,64,57,60,59,62,62,61,54,65,61,61,64,63,63,66,59,63,59,63,65,61,64,63,64,22,2011-11-20
91,62,64,56,60,59,61,63,59,59,64,61,61,63,63,63,65,59,62,59,64,66,63,62,64,63,23,2011-11-20
82.9,61,64,56,60,61,61,63,61,57,64,61,61,63,64,62,63,59,64,57,64,66,61,60,62,63,0,2011-11-21
78.7,61,64,54,61,61,62,64,61,55,64,61,59,62,64,61,63,59,65,55,61,66,61,62,61,62,1,2011-11-21
76.9,62,64,54,61,61,62,63,61,55,64,61,59,61,64,61,63,59,65,54,61,67,61,62,62,62,2,2011-11-21
77.5,63,63,53,62,63,62,63,63,57,64,60,59,60,64,61,64,59,66,54,63,68,61,61,62,62,3,2011-11-21
80.6,62,63,51,62,61,62,64,61,57,63,60,59,60,64,61,64,57,66,52,64,68,61,61,61,61,4,2011-11-21
89.6,62,63,52,62,61,63,64,61,57,64,59,59,58,63,61,64,55,65,54,64,65,61,61,61,61,5,2011-11-21
108.8,62,57,50,61,59,62,63,59,57,63,58,61,58,64,60,64,54,64,52,64,65,61,61,61,62,6,2011-11-21
110.8,63,61,48,62,63,63,65,63,57,63,57,61,58,64,60,65,55,65,54,64,66,61,62,62,62,7,2011-11-21
